Model,Question Number,Question Score,Answer Score,,,3,Question Score,Answer Score
No Evaluation & Refinement,26,3,3,,,,,
No Evaluation & Refinement,27,2,2,,,,,
No Evaluation & Refinement,28,3,2,,,,,
No Evaluation & Refinement,29,2,4,,,,,
No Evaluation & Refinement,30,3,2,,,,,
No Evaluation & Refinement,31,4,4,,,,,
No Evaluation & Refinement,32,3,4,,,,,
No Evaluation & Refinement,33,2,4,,,,,
No Evaluation & Refinement,34,3,4,,,,,
No Evaluation & Refinement,35,2,2,,,,,
No Evaluation & Refinement,36,2,2,,,,,
No Evaluation & Refinement,37,3,2,,,,,
No Evaluation & Refinement,38,4,3,,,,,
No Evaluation & Refinement,39,3,3,,,,,
No Evaluation & Refinement,40,3,3,,,,,
No Evaluation & Refinement,41,2,4,,,,,
No Evaluation & Refinement,42,4,2,,,,,
No Evaluation & Refinement,43,4,4,,,,,
No Evaluation & Refinement,44,3,3,,,,,
No Evaluation & Refinement,45,4,2,,,,,
No Evaluation & Refinement,46,3,3,,,,,
No Evaluation & Refinement,47,2,2,,,,,
No Evaluation & Refinement,48,4,4,,,,,
No Evaluation & Refinement,49,4,4,,,,,
No Evaluation & Refinement,50,4,2,,,,,
No Evaluation & Refinement,51,3,4,,,,,
No Evaluation & Refinement,52,2,4,,,,,
No Evaluation & Refinement,53,4,3,,,,,
No Evaluation & Refinement,54,2,2,,,,,
No Evaluation & Refinement,55,3,2,,,,,
No Evaluation & Refinement,56,3,2,,,,,
No Evaluation & Refinement,57,3,2,,,,,
No Evaluation & Refinement,58,2,2,,,,,
No Evaluation & Refinement,59,2,3,,,,,
No Evaluation & Refinement,60,4,2,,,,,
No Evaluation & Refinement,61,3,2,,,,,
No Evaluation & Refinement,62,2,2,,,,,
No Evaluation & Refinement,63,3,3,,,,,
No Evaluation & Refinement,64,2,4,,,,,
No Evaluation & Refinement,65,3,2,,,,,
No Evaluation & Refinement,66,3,4,,,,,
No Evaluation & Refinement,67,3,3,,,,,
No Evaluation & Refinement,68,2,2,,,,,
No Evaluation & Refinement,69,3,3,,,,,
No Evaluation & Refinement,70,3,3,,,,,
No Evaluation & Refinement,71,2,4,,,,,
No Evaluation & Refinement,72,2,3,,,,,
No Evaluation & Refinement,73,4,2,,,,,
No Evaluation & Refinement,74,2,2,,,,,
No Evaluation & Refinement,75,2,4,,,,,
No Evaluation & Refinement,76,3,3,,,,,
No Evaluation & Refinement,77,2,3,,,,,
No Evaluation & Refinement,78,4,2,,,,,
No Evaluation & Refinement,79,3,4,,,,,
No Evaluation & Refinement,80,2,3,,,,,
No Evaluation & Refinement,81,3,4,,,,,
No Evaluation & Refinement,82,3,4,,,,,
No Evaluation & Refinement,83,4,2,,,,,
No Evaluation & Refinement,84,3,3,,,,,
No Evaluation & Refinement,85,2,4,,,,,
No Evaluation & Refinement,86,4,3,,,,,
No Evaluation & Refinement,87,2,3,,,,,
No Evaluation & Refinement,88,2,4,,,,,
No Evaluation & Refinement,89,3,4,,,,,
No Evaluation & Refinement,90,2,4,,,,,
Full Model,1,5,4,,,,,
Full Model,2,4,5,,,,,
Full Model,3,3,5,,,,,
Full Model,4,5,5,,,,,
Full Model,5,4,4,,,,,
Full Model,6,3,3,,,,,
Full Model,7,5,3,,,,,
Full Model,8,5,4,,,,,
Full Model,9,4,3,,,,,
Full Model,10,4,5,,,,,
Full Model,11,3,3,,,,,
Full Model,12,3,5,,,,,
Full Model,13,4,3,,,,,
Full Model,14,5,3,,,,,
Full Model,15,4,4,,,,,
Full Model,16,4,5,,,,,
Full Model,17,3,3,,,,,
Full Model,18,5,3,,,,,
Full Model,19,4,5,,,,,
Full Model,20,4,4,,,,,
Full Model,21,3,5,,,,,
Full Model,22,3,3,,,,,
Full Model,23,3,3,,,,,
Full Model,24,4,5,,,,,
Full Model,25,5,4,,,,,
Full Model,26,4,4,,,,,
Full Model,27,5,3,,,,,
Full Model,28,3,4,,,,,
Full Model,29,4,3,,,,,
Full Model,30,5,3,,,,,
Full Model,31,4,3,,,,,
Full Model,32,4,5,,,,,
Full Model,33,3,3,,,,,
Full Model,34,5,4,,,,,
Full Model,35,3,3,,,,,
Full Model,36,3,3,,,,,
Full Model,37,5,4,,,,,
Full Model,38,3,5,,,,,
Full Model,39,5,4,,,,,
Full Model,40,3,5,,,,,
Full Model,41,5,3,,,,,
Full Model,42,4,3,,,,,
Full Model,43,3,4,,,,,
Full Model,44,5,5,,,,,
Full Model,45,4,4,,,,,
Full Model,46,4,5,,,,,
Full Model,47,4,5,,,,,
Full Model,48,5,3,,,,,
Full Model,49,5,5,,,,,
Full Model,50,5,5,,,,,
Full Model,51,4,5,,,,,
Full Model,52,5,5,,,,,
Full Model,53,5,5,,,,,
Full Model,54,3,5,,,,,
Full Model,55,3,3,,,,,
Full Model,56,4,3,,,,,
Full Model,57,4,4,,,,,
Full Model,58,4,4,,,,,
Full Model,59,3,4,,,,,
Full Model,60,5,3,,,,,
Full Model,61,3,5,,,,,
Full Model,62,4,3,,,,,
Full Model,63,3,4,,,,,
Full Model,64,5,5,,,,,
Full Model,65,3,3,,,,,
Full Model,66,5,3,,,,,
Full Model,67,5,4,,,,,
Full Model,68,5,3,,,,,
Full Model,69,4,4,,,,,
Full Model,70,5,4,,,,,
Full Model,71,5,3,,,,,
Full Model,72,3,5,,,,,
Full Model,73,3,5,,,,,
Full Model,74,4,3,,,,,
Full Model,75,4,5,,,,,
Full Model,76,4,3,,,,,
Full Model,77,4,3,,,,,
Full Model,78,3,5,,,,,
Full Model,79,4,3,,,,,
Full Model,80,4,5,,,,,
Full Model,81,3,5,,,,,
Full Model,82,5,3,,,,,
Full Model,83,4,3,,,,,
Full Model,84,4,5,,,,,
Full Model,85,3,5,,,,,
Full Model,86,4,3,,,,,
Full Model,87,3,4,,,,,
Full Model,88,5,3,,,,,
Full Model,89,4,3,,,,,
Full Model,90,5,5,,,,,
Full Model(llama3-3B),1,3,3,,,,,
Full Model(llama3-3B),2,4,2,,,,,
Full Model(llama3-3B),3,5,4,,,,,
Full Model(llama3-3B),4,3,3,,,,,
Full Model(llama3-3B),5,4,2,,,,,
Full Model(llama3-3B),6,5,4,,,,,
Full Model(llama3-3B),7,3,3,,,,,
Full Model(llama3-3B),8,2,2,,,,,
Full Model(llama3-3B),9,3,2,,,,,
Full Model(llama3-3B),10,5,4,,,,,
Full Model(llama3-3B),11,3,3,,,,,
Full Model(llama3-3B),12,4,3,,,,,
Full Model(llama3-3B),13,3,2,,,,,
Full Model(llama3-3B),14,5,4,,,,,
Full Model(llama3-3B),15,2,2,,,,,
Full Model(llama3-3B),16,4,3,,,,,
Full Model(llama3-3B),17,5,4,,,,,
Full Model(llama3-3B),18,1,1,,,,,
Full Model(llama3-3B),19,2,2,,,,,
Full Model(llama3-3B),20,4,3,,,,,
Full Model(llama3-3B),21,5,4,,,,,
Full Model(llama3-3B),22,3,2,,,,,
Full Model(llama3-3B),23,4,3,,,,,
Full Model(llama3-3B),24,3,2,,,,,
Full Model(llama3-3B),25,5,4,,,,,
Full Model(llama3-3B),26,3,3,,,,,
Full Model(llama3-3B),27,2,1,,,,,
Full Model(llama3-3B),28,4,2,,,,,
Full Model(llama3-3B),29,3,3,,,,,
Full Model(llama3-3B),30,5,4,,,,,
Full Model(llama3-3B),31,4,3,,,,,
Full Model(llama3-3B),32,3,2,,,,,
Full Model(llama3-3B),33,5,4,,,,,
Full Model(llama3-3B),34,3,3,,,,,
Full Model(llama3-3B),35,2,2,,,,,
Full Model(llama3-3B),36,5,4,,,,,
Full Model(llama3-3B),37,2,1,,,,,
Full Model(llama3-3B),38,4,2,,,,,
Full Model(llama3-3B),39,3,3,,,,,
Full Model(llama3-3B),40,5,4,,,,,
Full Model(llama3-3B),41,4,2,,,,,
Full Model(llama3-3B),42,3,3,,,,,
Full Model(llama3-3B),43,5,2,,,,,
Full Model(llama3-3B),44,3,4,,,,,
Full Model(llama3-3B),45,2,3,,,,,
Full Model(llama3-3B),46,4,1,,,,,
Full Model(llama3-3B),47,5,2,,,,,
Full Model(llama3-3B),48,3,3,,,,,
Full Model(llama3-3B),49,4,4,,,,,
Full Model(llama3-3B),50,5,2,,,,,
Full Model(llama3-3B),51,3,3,,,,,
Full Model(llama3-3B),52,5,4,,,,,
Full Model(llama3-3B),53,4,3,,,,,
Full Model(llama3-3B),54,3,2,,,,,
Full Model(llama3-3B),55,5,4,,,,,
Full Model(llama3-3B),56,3,3,,,,,
Full Model(llama3-3B),57,2,2,,,,,
Full Model(llama3-3B),58,5,4,,,,,
Full Model(llama3-3B),59,3,1,,,,,
Full Model(llama3-3B),60,4,2,,,,,
Full Model(llama3-3B),61,3,3,,,,,
Full Model(llama3-3B),62,5,4,,,,,
Full Model(llama3-3B),63,2,2,,,,,
Full Model(llama3-3B),64,4,3,,,,,
Full Model(llama3-3B),65,5,2,,,,,
Full Model(llama3-3B),66,4,4,,,,,
Full Model(llama3-3B),67,3,3,,,,,
Full Model(llama3-3B),68,5,1,,,,,
Full Model(llama3-3B),69,3,2,,,,,
Full Model(llama3-3B),70,2,3,,,,,
Full Model(llama3-3B),71,5,4,,,,,
Full Model(llama3-3B),72,4,2,,,,,
Full Model(llama3-3B),73,3,3,,,,,
Full Model(llama3-3B),74,5,4,,,,,
Full Model(llama3-3B),75,3,3,,,,,
Full Model(llama3-3B),76,2,2,,,,,
Full Model(llama3-3B),77,5,4,,,,,
Full Model(llama3-3B),78,4,3,,,,,
Full Model(llama3-3B),79,3,2,,,,,
Full Model(llama3-3B),80,5,4,,,,,
Full Model(llama3-3B),81,3,1,,,,,
Full Model(llama3-3B),82,4,2,,,,,
Full Model(llama3-3B),83,3,3,,,,,
Full Model(llama3-3B),84,5,4,,,,,
Full Model(llama3-3B),85,4,2,,,,,
Full Model(llama3-3B),86,3,3,,,,,
Full Model(llama3-3B),87,5,2,,,,,
Full Model(llama3-3B),88,3,4,,,,,
Full Model(llama3-3B),89,4,3,,,,,
Full Model(llama3-3B),90,3,1,,,,,
